11:20:19.947 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Sending initial request...
11:22:46.771 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 928
11:22:46.771 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:46.771 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,6)
11:22:46.771 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,11)
11:22:46.771 [main] INFO  mybot.Pathfinder - Adding threats from hero at (2,14)
11:22:46.771 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:46.771 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:46.771 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:46.772 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:46.772 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:46.772 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:46.772 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=44
11:22:46.772 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=135
11:22:46.772 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=145
11:22:46.772 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:46.772 [main] INFO  mybot.MyBot - Turn time 492407ns
11:22:47.402 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 932
11:22:47.402 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:47.402 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,6)
11:22:47.402 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,11)
11:22:47.402 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,14)
11:22:47.402 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:47.402 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:47.402 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:47.402 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:47.402 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:47.402 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:47.402 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=91
11:22:47.402 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=134
11:22:47.402 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=138
11:22:47.402 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:47.402 [main] INFO  mybot.MyBot - Turn time 581252ns
11:22:48.032 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 936
11:22:48.032 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:48.032 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,6)
11:22:48.032 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,11)
11:22:48.032 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,15)
11:22:48.032 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:48.032 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:48.032 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:48.032 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:48.032 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:48.032 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:48.032 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=45
11:22:48.033 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=127
11:22:48.033 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=136
11:22:48.033 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:48.033 [main] INFO  mybot.MyBot - Turn time 741172ns
11:22:48.662 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 940
11:22:48.662 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:48.662 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,6)
11:22:48.662 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,10)
11:22:48.662 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,15)
11:22:48.663 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:48.663 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:48.663 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:48.663 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:48.663 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:22:48.663 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:22:48.663 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:22:48.663 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:22:48.663 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:48.663 [main] INFO  mybot.HealingDecisionMaker - Healing to full HP.
11:22:48.663 [main] INFO  mybot.MyBot - Healing Decision Maker shall lead me to glory!
11:22:48.663 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=10
11:22:48.663 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=44
11:22:48.663 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=132
11:22:48.663 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=143
11:22:48.663 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 10
11:22:48.663 [main] INFO  mybot.Pathfinder - Moving towards (8,12)
11:22:48.663 [main] INFO  mybot.Pathfinder - Move direction:North
11:22:48.663 [main] INFO  mybot.MyBot - Turn time 536077ns
11:22:49.291 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 944
11:22:49.291 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:49.291 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,6)
11:22:49.291 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,11)
11:22:49.291 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,14)
11:22:49.292 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:49.292 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:49.292 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:49.292 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:49.292 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:49.292 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:49.292 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=46
11:22:49.292 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=147
11:22:49.292 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=161
11:22:49.292 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:49.292 [main] INFO  mybot.MyBot - Turn time 326465ns
11:22:49.922 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 948
11:22:49.922 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:49.922 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,6)
11:22:49.922 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,11)
11:22:49.922 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,13)
11:22:49.922 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:49.922 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:49.922 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:49.922 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:49.922 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:49.922 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:49.922 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=45
11:22:49.922 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=139
11:22:49.922 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=143
11:22:49.922 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:49.922 [main] INFO  mybot.MyBot - Turn time 457773ns
11:22:50.551 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 952
11:22:50.552 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:50.552 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,6)
11:22:50.552 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,11)
11:22:50.552 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,12)
11:22:50.552 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:50.552 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:50.552 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:50.552 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:50.552 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:50.552 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:50.552 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=87
11:22:50.552 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=133
11:22:50.552 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=135
11:22:50.552 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:50.552 [main] INFO  mybot.MyBot - Turn time 631848ns
11:22:51.181 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 956
11:22:51.181 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:51.181 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,6)
11:22:51.181 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,10)
11:22:51.181 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,12)
11:22:51.181 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:51.181 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:51.181 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:51.181 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:51.181 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:51.181 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=10
11:22:51.181 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=46
11:22:51.181 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=137
11:22:51.181 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=139
11:22:51.181 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 10
11:22:51.181 [main] INFO  mybot.MyBot - Turn time 341222ns
11:22:51.812 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 960
11:22:51.812 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:51.812 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,6)
11:22:51.812 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,10)
11:22:51.812 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,12)
11:22:51.812 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:51.812 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:51.812 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:51.812 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:51.812 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:22:51.812 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:22:51.813 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:22:51.813 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:22:51.813 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:51.813 [main] INFO  mybot.HealingDecisionMaker - Healing to full HP.
11:22:51.813 [main] INFO  mybot.MyBot - Healing Decision Maker shall lead me to glory!
11:22:51.813 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=14
11:22:51.813 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=58
11:22:51.813 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=160
11:22:51.813 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=171
11:22:51.813 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 14
11:22:51.813 [main] INFO  mybot.Pathfinder - Moving towards (8,12)
11:22:51.813 [main] INFO  mybot.Pathfinder - Move direction:North
11:22:51.813 [main] INFO  mybot.MyBot - Turn time 671602ns
11:22:52.441 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 964
11:22:52.441 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:52.442 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,6)
11:22:52.442 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,11)
11:22:52.442 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,12)
11:22:52.442 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:52.442 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:52.442 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:52.442 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
11:22:52.442 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:52.442 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=15
11:22:52.442 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=59
11:22:52.442 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=155
11:22:52.442 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=166
11:22:52.442 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 15
11:22:52.442 [main] INFO  mybot.MyBot - Turn time 681239ns
11:22:53.072 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 968
11:22:53.072 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:53.072 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,6)
11:22:53.072 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,10)
11:22:53.072 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,12)
11:22:53.072 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:53.072 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:53.072 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:53.072 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:53.072 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:22:53.072 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:22:53.072 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:22:53.072 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:22:53.072 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:22:53.072 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:22:53.072 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:22:53.072 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:22:53.072 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,11), distance 45
11:22:53.072 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,11)
11:22:53.072 [main] INFO  mybot.Pathfinder - Moving towards (11,11)
11:22:53.072 [main] INFO  mybot.Pathfinder - Move direction:South
11:22:53.073 [main] INFO  mybot.MyBot - Turn time 691780ns
11:22:53.701 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 972
11:22:53.701 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:53.701 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,5)
11:22:53.701 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,9)
11:22:53.701 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,11)
11:22:53.701 [main] INFO  mybot.Pathfinder - Current position (10,12)
11:22:53.701 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:53.701 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:53.701 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:53.701 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:22:53.701 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:22:53.702 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:22:53.702 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:22:53.702 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:22:53.702 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:22:53.702 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:22:53.702 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:22:53.702 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,11), distance 21
11:22:53.702 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,11)
11:22:53.702 [main] INFO  mybot.Pathfinder - Moving towards (11,11)
11:22:53.702 [main] INFO  mybot.Pathfinder - Move direction:South
11:22:53.702 [main] INFO  mybot.MyBot - Turn time 744485ns
11:22:54.332 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 976
11:22:54.332 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:54.332 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,5)
11:22:54.332 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,10)
11:22:54.332 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,11)
11:22:54.332 [main] INFO  mybot.Pathfinder - Current position (11,12)
11:22:54.332 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:54.332 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:54.332 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:54.332 [main] INFO  mybot.TelefragDecisionmaker - Hero random is almost as rich as me.
11:22:54.332 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
11:22:54.332 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
11:22:54.332 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
11:22:54.332 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
11:22:54.332 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
11:22:54.332 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
11:22:54.332 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
11:22:54.332 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,11), distance 11
11:22:54.332 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,11)
11:22:54.332 [main] INFO  mybot.Pathfinder - Moving towards (11,11)
11:22:54.332 [main] INFO  mybot.Pathfinder - Move direction:West
11:22:54.332 [main] INFO  mybot.MyBot - Turn time 553545ns
11:22:54.962 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 980
11:22:54.962 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:54.962 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,4)
11:22:54.962 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,9)
11:22:54.962 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,11)
11:22:54.962 [main] INFO  mybot.Pathfinder - Current position (11,12)
11:22:54.962 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:54.962 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:54.962 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:54.962 [main] INFO  mybot.MyBot - Inn Camper Decision Maker shall lead me to glory!
11:22:54.962 [main] INFO  mybot.TelefragDecisionmaker - I am the richest hero. 
11:22:54.962 [main] INFO  mybot.TelefragDecisionmaker - Going to a pub.
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=30
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=77
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=170
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=190
11:22:54.963 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 30
11:22:54.963 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (8,12)
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=30
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=77
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=170
11:22:54.963 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=190
11:22:54.963 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 30
11:22:54.963 [main] INFO  mybot.Pathfinder - Moving towards (8,12)
11:22:54.963 [main] INFO  mybot.Pathfinder - Move direction:North
11:22:54.963 [main] INFO  mybot.MyBot - Turn time 923378ns
11:22:55.592 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 984
11:22:55.592 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:55.592 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,4)
11:22:55.592 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,9)
11:22:55.592 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,11)
11:22:55.592 [main] INFO  mybot.Pathfinder - Current position (10,12)
11:22:55.592 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:55.592 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:55.592 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:55.592 [main] INFO  mybot.MyBot - Inn Camper Decision Maker shall lead me to glory!
11:22:55.592 [main] INFO  mybot.TelefragDecisionmaker - I am the richest hero. 
11:22:55.592 [main] INFO  mybot.TelefragDecisionmaker - Going to a pub.
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=44
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=118
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=143
11:22:55.592 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:55.592 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (8,12)
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (8,12), distance=11
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (7,12), distance=44
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (8,3), distance=118
11:22:55.592 [main] INFO  mybot.Pathfinder - Pub at (7,3), distance=143
11:22:55.592 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 11
11:22:55.592 [main] INFO  mybot.Pathfinder - Moving towards (8,12)
11:22:55.592 [main] INFO  mybot.Pathfinder - Move direction:North
11:22:55.593 [main] INFO  mybot.MyBot - Turn time 772493ns
11:22:56.221 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 988
11:22:56.221 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:56.221 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,4)
11:22:56.222 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,10)
11:22:56.222 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,12)
11:22:56.222 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:56.222 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:56.222 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:56.222 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:56.222 [main] INFO  mybot.MyBot - Inn Camper Decision Maker shall lead me to glory!
11:22:56.222 [main] INFO  mybot.TelefragDecisionmaker - I am the richest hero. 
11:22:56.222 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:56.222 [main] INFO  mybot.TelefragDecisionmaker - Camping at an inn.
11:22:56.222 [main] INFO  mybot.MyBot - Turn time 501744ns
11:22:56.851 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 992
11:22:56.851 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:56.851 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,4)
11:22:56.851 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,10)
11:22:56.851 [main] INFO  mybot.Pathfinder - Adding threats from hero at (2,12)
11:22:56.852 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:56.852 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:56.852 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:56.852 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:56.852 [main] INFO  mybot.MyBot - Inn Camper Decision Maker shall lead me to glory!
11:22:56.852 [main] INFO  mybot.TelefragDecisionmaker - I am the richest hero. 
11:22:56.852 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:56.852 [main] INFO  mybot.TelefragDecisionmaker - Camping at an inn.
11:22:56.852 [main] INFO  mybot.MyBot - Turn time 567399ns
11:22:57.481 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 996
11:22:57.481 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:57.482 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,4)
11:22:57.482 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,10)
11:22:57.482 [main] INFO  mybot.Pathfinder - Adding threats from hero at (3,12)
11:22:57.482 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:57.482 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:57.482 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:57.482 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:57.482 [main] INFO  mybot.MyBot - Inn Camper Decision Maker shall lead me to glory!
11:22:57.482 [main] INFO  mybot.TelefragDecisionmaker - I am the richest hero. 
11:22:57.482 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (8,12)
11:22:57.482 [main] INFO  mybot.TelefragDecisionmaker - Camping at an inn.
11:22:57.482 [main] INFO  mybot.MyBot - Turn time 568302ns
11:22:58.111 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 1000
11:22:58.111 [main] INFO  mybot.MyBot - Creating pathfinder.
11:22:58.111 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,4)
11:22:58.111 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,10)
11:22:58.111 [main] INFO  mybot.Pathfinder - Adding threats from hero at (4,12)
11:22:58.112 [main] INFO  mybot.Pathfinder - Current position (9,12)
11:22:58.112 [main] INFO  mybot.MyBot - Choosing decision maker.
11:22:58.112 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
11:22:58.112 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
11:22:58.112 [main] INFO  mybot.MyBot - Inn Camper Decision Maker shall lead me to glory!
